,SurveyType,SurveyYear,Location,Indicator,Mean_value
7558,DHS,2015,Kigali,HIV prevalence among women,8.0
7559,DHS,2015,Kigali,Households with at least one insecticide-treated mosquito net (ITN),86.0
7560,DHS,2015,Kigali,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,55.0
7561,DHS,2015,Kigali,Households with electricity,70.7
7562,DHS,2015,Kigali,Households with iodized salt,99.7
7563,DHS,2015,Kigali,Infant mortality rate,29.0
7564,DHS,2015,Kigali,Knowledge of prevention of mother to child transmission of HIV [Men],90.2
7565,DHS,2015,Kigali,Knowledge of prevention of mother to child transmission of HIV [Women],92.9
7566,DHS,2015,Kigali,Malaria prevalence according to RDT,1.6
7567,DHS,2015,Kigali,Malaria prevalence according to microscopy,0.0
7568,DHS,2015,Kigali,Married women currently using any method of contraception,54.5
7569,DHS,2015,Kigali,Married women currently using any modern method of contraception,49.7
7570,DHS,2015,Kigali,Mean Body Mass Index (BMI) for women,24.0
7571,DHS,2015,Kigali,Mean ideal number of children for all women,3.2
7572,DHS,2015,Kigali,Measles vaccination received,97.4
7573,DHS,2015,Kigali,Median age at first birth for women age 25-49,23.5
7574,DHS,2015,Kigali,Median age at first marriage [Women]: 25-49,23.7
7575,DHS,2015,Kigali,"Median age at first sexual intercourse [Men]: 25-49(54,59)",22.5
7576,DHS,2015,Kigali,Median age at first sexual intercourse [Women]: 25-49,21.2
7577,DHS,2015,Kigali,Median duration of any breastfeeding,26.2
7578,DHS,2015,Kigali,Median duration of exclusive breastfeeding,5.1
7579,DHS,2015,Kigali,Median duration of predominant breastfeeding,5.4
7580,DHS,2015,Kigali,Men circumcised,50.2
7581,DHS,2015,Kigali,Men receiving an HIV test and receiving test results in the last 12 months,38.5
7582,DHS,2015,Kigali,"Men reporting an STI, genital dicharge, or a sore or ulcer",4.0
7583,DHS,2015,Kigali,Men who are literate,92.4
7584,DHS,2015,Kigali,Men who smoke cigarettes,8.7
7585,DHS,2015,Kigali,Men with no education,4.1
7586,DHS,2015,Kigali,Men with secondary or higher education,40.8
7587,DHS,2015,Kigali,Mother's first postnatal checkup in the first two days after birth,46.7
7588,DHS,2015,Kigali,Neonatal mortality rate,12.0
7589,DHS,2015,Kigali,Newborn's first postnatal checkup in the first two days after birth,10.3
7590,DHS,2015,Kigali,Non-breastfed children 6-23 months with 3 IYCF practices,13.1
7591,DHS,2015,Kigali,Persons with access to an insecticide-treated mosquito net (ITN),74.7
7592,DHS,2015,Kigali,Physical or sexual violence committed by husband/partner,30.9
7593,DHS,2015,Kigali,Physical or sexual violence committed by husband/partner in last 12 months,19.1
7594,DHS,2015,Kigali,Place of delivery: Health facility,95.16666666666667
7595,DHS,2015,Kigali,Polio 3 vaccination received,98.7
7596,DHS,2015,Kigali,Population using an improved water source,89.5
7597,DHS,2015,Kigali,Population who slept under an insecticide-treated mosquito net (ITN) last night,74.6
7598,DHS,2015,Kigali,Population with an improved sanitation facility,88.9
7599,DHS,2015,Kigali,Postneonatal mortality rate,17.0
7600,DHS,2015,Kigali,Pregnant women who slept under an insecticide-treated net (ITN),82.9
7601,DHS,2015,Kigali,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",8.1
7602,DHS,2015,Kigali,Tetanus protection at birth,85.83333333333333
7603,DHS,2015,Kigali,Total fertility rate 15-49,3.6
7604,DHS,2015,Kigali,Total wanted fertility rate,2.7
7605,DHS,2015,Kigali,Treatment of diarrhea: Either ORS or RHF,38.6
7606,DHS,2015,Kigali,Under-five mortality rate,42.0
7607,DHS,2015,Kigali,Unmet need for family planning,17.7
7608,DHS,2015,Kigali,Wife beating justified for at least one specific reason [Men],6.2
7609,DHS,2015,Kigali,Wife beating justified for at least one specific reason [Women],11.7
7610,DHS,2015,Kigali,Women receiving an HIV test and receiving test results in the last 12 months,42.2
7611,DHS,2015,Kigali,"Women reporting an STI, genital dicharge, or a sore or ulcer",13.2
7612,DHS,2015,Kigali,Women who are literate,92.1
7613,DHS,2015,Kigali,Women who are overweight or obese according to BMI (>=25.0),34.0
7614,DHS,2015,Kigali,Women who are thin according to BMI (<18.5),5.4
7615,DHS,2015,Kigali,Women who decide themselves how their earnings are used,19.4
7616,DHS,2015,Kigali,Women who ever experienced sexual violence,25.6
7617,DHS,2015,Kigali,Women who smoke cigarettes,0.6
7618,DHS,2015,Kigali,Women who want no more children,54.65714285714286
7619,DHS,2015,Kigali,Women with any anemia,14.8
7620,DHS,2015,Kigali,Women with no education,4.3
7621,DHS,2015,Kigali,Women with secondary or higher education,43.2
7622,DHS,2015,North,Accepting attitudes towards those living with HIV - Composite of 4 components [Men],44.5
7623,DHS,2015,North,Accepting attitudes towards those living with HIV - Composite of 4 components [Women],40.2
7624,DHS,2015,North,Antenatal care from a skilled provider,99.33333333333333
7625,DHS,2015,North,Antenatal visits for pregnancy: 4+ visits,47.166666666666664
7626,DHS,2015,North,Assistance during delivery from a skilled provider,92.66666666666667
7627,DHS,2015,North,BCG vaccination received,100.0
7628,DHS,2015,North,Breastfed children 6-23 months fed both 4+ food groups and the minimum meal frequency,22.7
7629,DHS,2015,North,Child mortality rate,23.0
7630,DHS,2015,North,Children 6-23 months that consumed foods rich in iron in the last 24 hours,12.9
7631,DHS,2015,North,Children 6-23 months that consumed foods rich in vitamin A in the last 24 hours,79.7
7632,DHS,2015,North,Children 6-23 months with 3 IYCF practices,21.8
7633,DHS,2015,North,Children consuming vitamin A supplements,89.8
7634,DHS,2015,North,Children registered,66.9
7635,DHS,2015,North,Children stunted,39.2
7636,DHS,2015,North,Children under 5 who slept under an insecticide-treated net (ITN),61.7
7637,DHS,2015,North,Children underweight,9.3
7638,DHS,2015,North,Children wasted,1.8
7639,DHS,2015,North,Children with ARI for whom advice or treatment was sought,66.05
7640,DHS,2015,North,Children with any anemia,33.6
7641,DHS,2015,North,Children with diarrhea,13.2
7642,DHS,2015,North,Children with fever for whom advice or treatment was sought,57.93333333333334
7643,DHS,2015,North,Children with fever in the last two weeks,15.05
7644,DHS,2015,North,Children with fever who had blood taken from a finger or heel for testing,22.5
7645,DHS,2015,North,Children with hemoglobin lower than 8.0 g/dl,0.8
7646,DHS,2015,North,Children with symptoms of ARI,6.15
7647,DHS,2015,North,Comprehensive correct knowledge about AIDS [Men],56.1
7648,DHS,2015,North,Comprehensive correct knowledge about AIDS [Women],69.4
7649,DHS,2015,North,Condom use during higher-risk sex (with multiple partners) [Men],19.1
7650,DHS,2015,North,DPT 3 vaccination received,100.0
7651,DHS,2015,North,Delivery by cesarean section,9.066666666666666
7652,DHS,2015,North,Demand for family planning satisfied,80.3
7653,DHS,2015,North,Demand for family planning satisfied by modern methods,72.6
7654,DHS,2015,North,Ever experienced physical violence since age 15,37.3
7655,DHS,2015,North,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",20.5
7656,DHS,2015,North,Feeding practices during diarrhea: ORT and continued feeding,6.5
7657,DHS,2015,North,Fully vaccinated (8 basic antigens),94.8
7658,DHS,2015,North,Gender parity index for net primary school attendance,1.03
7659,DHS,2015,North,Gender parity index for net secondary school attendance,1.37
7660,DHS,2015,North,General fertility rate,123.0
7661,DHS,2015,North,HIV prevalence among general population,2.3
7662,DHS,2015,North,HIV prevalence among men,2.1
7663,DHS,2015,North,HIV prevalence among women,2.5
7664,DHS,2015,North,Households with at least one insecticide-treated mosquito net (ITN),78.9
7665,DHS,2015,North,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,43.2
7666,DHS,2015,North,Households with electricity,16.2
7667,DHS,2015,North,Households with iodized salt,99.4
7668,DHS,2015,North,Infant mortality rate,38.0
7669,DHS,2015,North,Knowledge of prevention of mother to child transmission of HIV [Men],75.5
7670,DHS,2015,North,Knowledge of prevention of mother to child transmission of HIV [Women],91.0
7671,DHS,2015,North,Malaria prevalence according to RDT,0.0
7672,DHS,2015,North,Malaria prevalence according to microscopy,0.0
7673,DHS,2015,North,Married women currently using any method of contraception,60.8
7674,DHS,2015,North,Married women currently using any modern method of contraception,55.0
7675,DHS,2015,North,Mean Body Mass Index (BMI) for women,22.9
7676,DHS,2015,North,Mean ideal number of children for all women,3.5
7677,DHS,2015,North,Measles vaccination received,97.4
7678,DHS,2015,North,Median age at first birth for women age 25-49,22.2
7679,DHS,2015,North,"Median age at first marriage [Men]: 25-49(54,59)",24.5
7680,DHS,2015,North,Median age at first marriage [Women]: 25-49,21.2
7681,DHS,2015,North,"Median age at first sexual intercourse [Men]: 25-49(54,59)",22.2
7682,DHS,2015,North,Median age at first sexual intercourse [Women]: 25-49,20.7
7683,DHS,2015,North,Median duration of any breastfeeding,27.0
7684,DHS,2015,North,Median duration of exclusive breastfeeding,5.7
7685,DHS,2015,North,Median duration of predominant breastfeeding,6.1
7686,DHS,2015,North,Men circumcised,19.1
7687,DHS,2015,North,Men receiving an HIV test and receiving test results in the last 12 months,35.9
7688,DHS,2015,North,"Men reporting an STI, genital dicharge, or a sore or ulcer",3.6
7689,DHS,2015,North,Men who are literate,84.8
7690,DHS,2015,North,Men who smoke cigarettes,8.7
7691,DHS,2015,North,Men with no education,8.6
7692,DHS,2015,North,Men with secondary or higher education,21.8
7693,DHS,2015,North,Mother's first postnatal checkup in the first two days after birth,42.6
7694,DHS,2015,North,Neonatal mortality rate,23.0
7695,DHS,2015,North,Newborn's first postnatal checkup in the first two days after birth,14.3
7696,DHS,2015,North,Persons with access to an insecticide-treated mosquito net (ITN),63.4
7697,DHS,2015,North,Physical or sexual violence committed by husband/partner,40.9
7698,DHS,2015,North,Physical or sexual violence committed by husband/partner in last 12 months,22.7
7699,DHS,2015,North,Place of delivery: Health facility,92.76666666666667
7700,DHS,2015,North,Polio 3 vaccination received,97.5
7701,DHS,2015,North,Population using an improved water source,81.3
7702,DHS,2015,North,Population who slept under an insecticide-treated mosquito net (ITN) last night,55.8
7703,DHS,2015,North,Population with an improved sanitation facility,72.9
7704,DHS,2015,North,Postneonatal mortality rate,15.0
7705,DHS,2015,North,Pregnant women who slept under an insecticide-treated net (ITN),64.6
7706,DHS,2015,North,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",8.9
7707,DHS,2015,North,Tetanus protection at birth,81.33333333333333
7708,DHS,2015,North,Total fertility rate 15-49,3.7
7709,DHS,2015,North,Total wanted fertility rate,2.8
7710,DHS,2015,North,Treatment of diarrhea: Either ORS or RHF,39.25
7711,DHS,2015,North,Under-five mortality rate,60.0
7712,DHS,2015,North,Unmet need for family planning,14.9
7713,DHS,2015,North,Wife beating justified for at least one specific reason [Men],27.2
7714,DHS,2015,North,Wife beating justified for at least one specific reason [Women],52.8
7715,DHS,2015,North,Women receiving an HIV test and receiving test results in the last 12 months,39.0
7716,DHS,2015,North,"Women reporting an STI, genital dicharge, or a sore or ulcer",16.8
7717,DHS,2015,North,Women who are literate,79.9
7718,DHS,2015,North,Women who are overweight or obese according to BMI (>=25.0),20.7
7719,DHS,2015,North,Women who are thin according to BMI (<18.5),4.5
7720,DHS,2015,North,Women who decide themselves how their earnings are used,25.5
7721,DHS,2015,North,Women who ever experienced sexual violence,19.7
7722,DHS,2015,North,Women who smoke cigarettes,0.3
7723,DHS,2015,North,Women who want no more children,49.8125
7724,DHS,2015,North,Women with any anemia,15.4
7725,DHS,2015,North,Women with no education,11.4
7726,DHS,2015,North,Women with secondary or higher education,21.8
7727,DHS,2015,South,Accepting attitudes towards those living with HIV - Composite of 4 components [Men],68.7
7728,DHS,2015,South,Accepting attitudes towards those living with HIV - Composite of 4 components [Women],58.1
7729,DHS,2015,South,Antenatal care from a skilled provider,99.39999999999999
7730,DHS,2015,South,Antenatal visits for pregnancy: 4+ visits,51.166666666666664
7731,DHS,2015,South,Assistance during delivery from a skilled provider,90.90000000000002
7732,DHS,2015,South,BCG vaccination received,98.8
7733,DHS,2015,South,Breastfed children 6-23 months fed both 4+ food groups and the minimum meal frequency,18.0
7734,DHS,2015,South,Child mortality rate,27.0
7735,DHS,2015,South,Children 6-23 months that consumed foods rich in iron in the last 24 hours,15.5
7736,DHS,2015,South,Children 6-23 months that consumed foods rich in vitamin A in the last 24 hours,73.9
7737,DHS,2015,South,Children 6-23 months with 3 IYCF practices,17.9
7738,DHS,2015,South,Children consuming vitamin A supplements,87.0
7739,DHS,2015,South,Children registered,50.0
7740,DHS,2015,South,Children stunted,40.5
7741,DHS,2015,South,Children under 5 who slept under an insecticide-treated net (ITN),71.8
7742,DHS,2015,South,Children underweight,10.5
7743,DHS,2015,South,Children wasted,2.4
7744,DHS,2015,South,Children who took any ACT,95.4
7745,DHS,2015,South,Children with ARI for whom advice or treatment was sought,52.900000000000006
7746,DHS,2015,South,Children with any anemia,39.3
7747,DHS,2015,South,Children with diarrhea,14.15
7748,DHS,2015,South,Children with fever for whom advice or treatment was sought,49.56666666666666
7749,DHS,2015,South,Children with fever in the last two weeks,21.5
7750,DHS,2015,South,Children with fever who had blood taken from a finger or heel for testing,34.7
7751,DHS,2015,South,Children with hemoglobin lower than 8.0 g/dl,4.0
7752,DHS,2015,South,Children with symptoms of ARI,8.2
7753,DHS,2015,South,Comprehensive correct knowledge about AIDS [Men],73.2
7754,DHS,2015,South,Comprehensive correct knowledge about AIDS [Women],71.8
7755,DHS,2015,South,Condom use during higher-risk sex (with multiple partners) [Men],36.7
7756,DHS,2015,South,Condom use during higher-risk sex (with multiple partners) [Women],35.6
7757,DHS,2015,South,DPT 3 vaccination received,98.6
7758,DHS,2015,South,Delivery by cesarean section,15.266666666666666
7759,DHS,2015,South,Demand for family planning satisfied,73.3
7760,DHS,2015,South,Demand for family planning satisfied by modern methods,67.0
7761,DHS,2015,South,Ever experienced physical violence since age 15,32.2
7762,DHS,2015,South,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",17.05
7763,DHS,2015,South,Feeding practices during diarrhea: ORT and continued feeding,12.05
7764,DHS,2015,South,Fully vaccinated (8 basic antigens),94.5
7765,DHS,2015,South,Gender parity index for net primary school attendance,1.0
7766,DHS,2015,South,Gender parity index for net secondary school attendance,1.2
7767,DHS,2015,South,General fertility rate,136.0
7768,DHS,2015,South,HIV prevalence among general population,2.6
7769,DHS,2015,South,HIV prevalence among men,2.0
7770,DHS,2015,South,HIV prevalence among women,3.2
7771,DHS,2015,South,Households with at least one insecticide-treated mosquito net (ITN),85.2
7772,DHS,2015,South,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,45.1
7773,DHS,2015,South,Households with electricity,10.8
7774,DHS,2015,South,Households with iodized salt,99.8
7775,DHS,2015,South,Infant mortality rate,40.0
7776,DHS,2015,South,Knowledge of prevention of mother to child transmission of HIV [Men],88.0
7777,DHS,2015,South,Knowledge of prevention of mother to child transmission of HIV [Women],91.2
7778,DHS,2015,South,Malaria prevalence according to RDT,11.4
7779,DHS,2015,South,Malaria prevalence according to microscopy,4.4
7780,DHS,2015,South,Married women currently using any method of contraception,52.7
7781,DHS,2015,South,Married women currently using any modern method of contraception,48.2
7782,DHS,2015,South,Mean Body Mass Index (BMI) for women,22.2
7783,DHS,2015,South,Mean ideal number of children for all women,3.2
7784,DHS,2015,South,Measles vaccination received,94.9
7785,DHS,2015,South,Median age at first birth for women age 25-49,23.5
7786,DHS,2015,South,Median age at first marriage [Women]: 25-49,22.6
7787,DHS,2015,South,"Median age at first sexual intercourse [Men]: 25-49(54,59)",23.0
7788,DHS,2015,South,Median age at first sexual intercourse [Women]: 25-49,21.7
7789,DHS,2015,South,Median duration of exclusive breastfeeding,5.4
7790,DHS,2015,South,Median duration of predominant breastfeeding,5.9
7791,DHS,2015,South,Men circumcised,17.3
7792,DHS,2015,South,Men receiving an HIV test and receiving test results in the last 12 months,33.8
7793,DHS,2015,South,"Men reporting an STI, genital dicharge, or a sore or ulcer",4.3
7794,DHS,2015,South,Men who are literate,80.5
7795,DHS,2015,South,Men who smoke cigarettes,12.2
7796,DHS,2015,South,Men with no education,9.1
7797,DHS,2015,South,Men with secondary or higher education,22.5
7798,DHS,2015,South,Mother's first postnatal checkup in the first two days after birth,49.2
7799,DHS,2015,South,Neonatal mortality rate,25.0
7800,DHS,2015,South,Newborn's first postnatal checkup in the first two days after birth,27.8
7801,DHS,2015,South,Non-breastfed children 6-23 months with 3 IYCF practices,16.6
7802,DHS,2015,South,Persons with access to an insecticide-treated mosquito net (ITN),67.3
7803,DHS,2015,South,Physical or sexual violence committed by husband/partner,32.2
7804,DHS,2015,South,Physical or sexual violence committed by husband/partner in last 12 months,22.0
7805,DHS,2015,South,Place of delivery: Health facility,90.60000000000001
7806,DHS,2015,South,Polio 3 vaccination received,98.2
7807,DHS,2015,South,Population using an improved water source,68.9
7808,DHS,2015,South,Population who slept under an insecticide-treated mosquito net (ITN) last night,66.2
7809,DHS,2015,South,Population with an improved sanitation facility,63.2
7810,DHS,2015,South,Postneonatal mortality rate,16.0
7811,DHS,2015,South,Pregnant women who slept under an insecticide-treated net (ITN),74.4
7812,DHS,2015,South,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",10.1
7813,DHS,2015,South,Tetanus protection at birth,85.53333333333335
7814,DHS,2015,South,Total fertility rate 15-49,4.0
7815,DHS,2015,South,Total wanted fertility rate,3.0
7816,DHS,2015,South,Treatment of diarrhea: Either ORS or RHF,30.5
7817,DHS,2015,South,Under-five mortality rate,66.0
7818,DHS,2015,South,Unmet need for family planning,19.2
7819,DHS,2015,South,Wife beating justified for at least one specific reason [Men],17.2
7820,DHS,2015,South,Wife beating justified for at least one specific reason [Women],50.6
7821,DHS,2015,South,Women receiving an HIV test and receiving test results in the last 12 months,37.0
7822,DHS,2015,South,"Women reporting an STI, genital dicharge, or a sore or ulcer",12.5
7823,DHS,2015,South,Women who are literate,79.9
7824,DHS,2015,South,Women who are overweight or obese according to BMI (>=25.0),15.9
7825,DHS,2015,South,Women who are thin according to BMI (<18.5),9.3
7826,DHS,2015,South,Women who decide themselves how their earnings are used,18.4
7827,DHS,2015,South,Women who ever experienced sexual violence,22.2
7828,DHS,2015,South,Women who smoke cigarettes,0.7
7829,DHS,2015,South,Women who want no more children,51.0
7830,DHS,2015,South,Women with any anemia,22.9
7831,DHS,2015,South,Women with no education,11.5
7832,DHS,2015,South,Women with secondary or higher education,20.4
7833,DHS,2015,West,Accepting attitudes towards those living with HIV - Composite of 4 components [Men],61.6
7834,DHS,2015,West,Accepting attitudes towards those living with HIV - Composite of 4 components [Women],45.6
7835,DHS,2015,West,Antenatal care from a skilled provider,98.86666666666667
7836,DHS,2015,West,Antenatal visits for pregnancy: 4+ visits,45.29999999999999
7837,DHS,2015,West,Assistance during delivery from a skilled provider,91.3
7838,DHS,2015,West,BCG vaccination received,98.8
7839,DHS,2015,West,Breastfed children 6-23 months fed both 4+ food groups and the minimum meal frequency,11.1
7840,DHS,2015,West,Child mortality rate,22.0
7841,DHS,2015,West,Children 6-23 months that consumed foods rich in iron in the last 24 hours,18.7
7842,DHS,2015,West,Children 6-23 months that consumed foods rich in vitamin A in the last 24 hours,68.3
7843,DHS,2015,West,Children 6-23 months with 3 IYCF practices,11.0
7844,DHS,2015,West,Children consuming vitamin A supplements,88.6
7845,DHS,2015,West,Children registered,55.0
7846,DHS,2015,West,Children stunted,44.9
7847,DHS,2015,West,Children under 5 who slept under an insecticide-treated net (ITN),57.2
7848,DHS,2015,West,Children underweight,10.1
7849,DHS,2015,West,Children wasted,2.3
7850,DHS,2015,West,Children with ARI for whom advice or treatment was sought,57.15
7851,DHS,2015,West,Children with any anemia,34.5
7852,DHS,2015,West,Children with diarrhea,16.700000000000003
7853,DHS,2015,West,Children with fever for whom advice or treatment was sought,48.23333333333333
7854,DHS,2015,West,Children with fever in the last two weeks,17.9
7855,DHS,2015,West,Children with fever who had blood taken from a finger or heel for testing,28.6
7856,DHS,2015,West,Children with hemoglobin lower than 8.0 g/dl,2.0
7857,DHS,2015,West,Children with symptoms of ARI,5.55
7858,DHS,2015,West,Comprehensive correct knowledge about AIDS [Men],59.6
7859,DHS,2015,West,Comprehensive correct knowledge about AIDS [Women],50.9
7860,DHS,2015,West,Condom use during higher-risk sex (with multiple partners) [Men],18.3
7861,DHS,2015,West,DPT 3 vaccination received,96.3
7862,DHS,2015,West,Delivery by cesarean section,12.366666666666667
7863,DHS,2015,West,Demand for family planning satisfied,67.4
7864,DHS,2015,West,Demand for family planning satisfied by modern methods,58.9
7865,DHS,2015,West,Ever experienced physical violence since age 15,33.6
7866,DHS,2015,West,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",17.8
7867,DHS,2015,West,Feeding practices during diarrhea: ORT and continued feeding,9.45
7868,DHS,2015,West,Fully vaccinated (8 basic antigens),89.8
7869,DHS,2015,West,Gender parity index for net primary school attendance,1.02
7870,DHS,2015,West,Gender parity index for net secondary school attendance,1.33
7871,DHS,2015,West,General fertility rate,154.0
7872,DHS,2015,West,HIV prevalence among general population,2.4
7873,DHS,2015,West,HIV prevalence among men,1.3
7874,DHS,2015,West,HIV prevalence among women,3.2
7875,DHS,2015,West,Households with at least one insecticide-treated mosquito net (ITN),68.8
7876,DHS,2015,West,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,32.8
7877,DHS,2015,West,Households with electricity,19.5
7878,DHS,2015,West,Households with iodized salt,99.5
7879,DHS,2015,West,Infant mortality rate,41.0
7880,DHS,2015,West,Knowledge of prevention of mother to child transmission of HIV [Men],83.3
7881,DHS,2015,West,Knowledge of prevention of mother to child transmission of HIV [Women],87.5
7882,DHS,2015,West,Malaria prevalence according to RDT,2.4
7883,DHS,2015,West,Malaria prevalence according to microscopy,0.5
7884,DHS,2015,West,Married women currently using any method of contraception,47.1
7885,DHS,2015,West,Married women currently using any modern method of contraception,41.2
7886,DHS,2015,West,Mean Body Mass Index (BMI) for women,22.8
7887,DHS,2015,West,Mean ideal number of children for all women,3.5
7888,DHS,2015,West,Measles vaccination received,93.1
7889,DHS,2015,West,Median age at first birth for women age 25-49,22.5
7890,DHS,2015,West,"Median age at first marriage [Men]: 25-49(54,59)",24.3
7891,DHS,2015,West,Median age at first marriage [Women]: 25-49,21.5
7892,DHS,2015,West,"Median age at first sexual intercourse [Men]: 25-49(54,59)",21.9
7893,DHS,2015,West,Median age at first sexual intercourse [Women]: 25-49,21.0
7894,DHS,2015,West,Median duration of any breastfeeding,26.2
7895,DHS,2015,West,Median duration of exclusive breastfeeding,5.1
7896,DHS,2015,West,Median duration of predominant breastfeeding,6.3
7897,DHS,2015,West,Men circumcised,40.3
7898,DHS,2015,West,Men receiving an HIV test and receiving test results in the last 12 months,41.1
7899,DHS,2015,West,"Men reporting an STI, genital dicharge, or a sore or ulcer",4.4
7900,DHS,2015,West,Men who are literate,80.9
7901,DHS,2015,West,Men who smoke cigarettes,4.4
7902,DHS,2015,West,Men with no education,11.3
7903,DHS,2015,West,Men with secondary or higher education,25.5
7904,DHS,2015,West,Mother's first postnatal checkup in the first two days after birth,39.5
7905,DHS,2015,West,Neonatal mortality rate,25.0
7906,DHS,2015,West,Newborn's first postnatal checkup in the first two days after birth,14.1
7907,DHS,2015,West,Non-breastfed children 6-23 months with 3 IYCF practices,8.7
7908,DHS,2015,West,Persons with access to an insecticide-treated mosquito net (ITN),52.4
7909,DHS,2015,West,Physical or sexual violence committed by husband/partner,34.1
7910,DHS,2015,West,Physical or sexual violence committed by husband/partner in last 12 months,20.0
7911,DHS,2015,West,Place of delivery: Health facility,91.5
7912,DHS,2015,West,Polio 3 vaccination received,95.6
7913,DHS,2015,West,Population using an improved water source,72.0
7914,DHS,2015,West,Population who slept under an insecticide-treated mosquito net (ITN) last night,50.1
7915,DHS,2015,West,Population with an improved sanitation facility,68.8
7916,DHS,2015,West,Postneonatal mortality rate,17.0
7917,DHS,2015,West,Pregnant women who slept under an insecticide-treated net (ITN),67.2
7918,DHS,2015,West,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",9.5
7919,DHS,2015,West,Tetanus protection at birth,79.63333333333333
7920,DHS,2015,West,Total fertility rate 15-49,4.6
7921,DHS,2015,West,Total wanted fertility rate,3.1
7922,DHS,2015,West,Treatment of diarrhea: Either ORS or RHF,36.3
7923,DHS,2015,West,Under-five mortality rate,62.0
7924,DHS,2015,West,Unmet need for family planning,22.8
7925,DHS,2015,West,Wife beating justified for at least one specific reason [Men],23.4
7926,DHS,2015,West,Wife beating justified for at least one specific reason [Women],51.7
7927,DHS,2015,West,Women receiving an HIV test and receiving test results in the last 12 months,38.4
7928,DHS,2015,West,"Women reporting an STI, genital dicharge, or a sore or ulcer",16.3
7929,DHS,2015,West,Women who are literate,77.9
7930,DHS,2015,West,Women who are overweight or obese according to BMI (>=25.0),19.4
7931,DHS,2015,West,Women who are thin according to BMI (<18.5),4.9
7932,DHS,2015,West,Women who decide themselves how their earnings are used,15.1
7933,DHS,2015,West,Women who ever experienced sexual violence,23.2
7934,DHS,2015,West,Women who smoke cigarettes,0.1
7935,DHS,2015,West,Women who want no more children,44.0125
7936,DHS,2015,West,Women with any anemia,17.9
7937,DHS,2015,West,Women with no education,15.1
7938,DHS,2015,West,Women with secondary or higher education,21.7
7939,DHS,2019,East,Antenatal care from a skilled provider,97.60000000000001
7940,DHS,2019,East,Antenatal visits for pregnancy: 4+ visits,45.43333333333334
7941,DHS,2019,East,Assistance during delivery from a skilled provider,93.2
7942,DHS,2019,East,BCG vaccination received,99.4
7943,DHS,2019,East,Breastfed children 6-23 months fed both 4+ food groups and the minimum meal frequency,20.9
7944,DHS,2019,East,Child mortality rate,22.0
7945,DHS,2019,East,Children 6-23 months that consumed foods rich in iron in the last 24 hours,24.9
7946,DHS,2019,East,Children 6-23 months that consumed foods rich in vitamin A in the last 24 hours,81.6
7947,DHS,2019,East,Children 6-23 months with 3 IYCF practices,20.4
7948,DHS,2019,East,Children consuming vitamin A supplements,87.5
7949,DHS,2019,East,Children registered,84.2
7950,DHS,2019,East,Children stunted,28.8
7951,DHS,2019,East,Children under 5 who slept under an insecticide-treated net (ITN),48.0
7952,DHS,2019,East,Children underweight,6.9
7953,DHS,2019,East,Children wasted,0.8
7954,DHS,2019,East,Children with ARI for whom advice or treatment was sought,82.2
7955,DHS,2019,East,Children with any anemia,33.3
7956,DHS,2019,East,Children with diarrhea,13.15
7957,DHS,2019,East,Children with fever for whom advice or treatment was sought,64.26666666666667
7958,DHS,2019,East,Children with fever in the last two weeks,19.2
7959,DHS,2019,East,Children with fever who had blood taken from a finger or heel for testing,44.6
7960,DHS,2019,East,Children with hemoglobin lower than 8.0 g/dl,1.1
7961,DHS,2019,East,Children with symptoms of ARI,1.75
7962,DHS,2019,East,Comprehensive correct knowledge about AIDS [Men],61.8
7963,DHS,2019,East,Comprehensive correct knowledge about AIDS [Women],65.8
7964,DHS,2019,East,Condom use during higher-risk sex (with multiple partners) [Men],30.4
7965,DHS,2019,East,Condom use during higher-risk sex (with multiple partners) [Women],38.5
7966,DHS,2019,East,DPT 3 vaccination received,99.2
7967,DHS,2019,East,Delivery by cesarean section,14.266666666666666
7968,DHS,2019,East,Demand for family planning satisfied,83.9
7969,DHS,2019,East,Demand for family planning satisfied by modern methods,78.0
7970,DHS,2019,East,Ever experienced physical violence since age 15,34.2
7971,DHS,2019,East,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",18.7
7972,DHS,2019,East,Feeding practices during diarrhea: ORT and continued feeding,11.8
7973,DHS,2019,East,Fully vaccinated (8 basic antigens),95.2
7974,DHS,2019,East,Gender parity index for net primary school attendance,1.02
7975,DHS,2019,East,Gender parity index for net secondary school attendance,1.22
7976,DHS,2019,East,General fertility rate,135.0
7977,DHS,2019,East,Households with at least one insecticide-treated mosquito net (ITN),59.3
